client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
e5ec4ff8c5f24fd6cf0431dbc29fbf29ec565ea8c4455ef018e5f6a5b0f0f9a50b6182f343e4ab7925661d2ebb2c0a295edea67cbd4bcbc71beda610c7fac827	common_voice_en_34948510.mp3	Ironically, today Mungo is remembered primarily because of the song.	0	2	thirties	female	England English	en	
e5ec4ff8c5f24fd6cf0431dbc29fbf29ec565ea8c4455ef018e5f6a5b0f0f9a50b6182f343e4ab7925661d2ebb2c0a295edea67cbd4bcbc71beda610c7fac827	common_voice_en_34948558.mp3	Louisa wanted her grandson to preserve her works.	2	2	thirties	female	England English	en	
e5ec4ff8c5f24fd6cf0431dbc29fbf29ec565ea8c4455ef018e5f6a5b0f0f9a50b6182f343e4ab7925661d2ebb2c0a295edea67cbd4bcbc71beda610c7fac827	common_voice_en_34948560.mp3	Fink has already acquired a number of show business credits.	0	2	thirties	female	England English	en	
cd5d50d8b4f97fbbdf5a15a236798dcf9aaeb13e0a1a9a38194c2f0e1b19ed86cd4aac17ea0faac394f0fed1f2bfa724bdbe04d12b5d330a402f4649d5f400e2	common_voice_en_34949914.mp3	Pronotum densely granulate.	0	2			Filipino	en	
cd5d50d8b4f97fbbdf5a15a236798dcf9aaeb13e0a1a9a38194c2f0e1b19ed86cd4aac17ea0faac394f0fed1f2bfa724bdbe04d12b5d330a402f4649d5f400e2	common_voice_en_34949918.mp3	The city council consists of seven members.	0	2			Filipino	en	
9684653f43a316d62b7af04afd5dfa9a2e1a3acb3be3608fec335b6592b932346802b73662b3aa0be55b5db0471de205afa836d8bf126424b49414a61f633dbb	common_voice_en_34952309.mp3	Traditionally, Ukrainian verhuny should only be fried in lard.	0	4			United States English	en	
ce783322279947e8a316c188833c7218362684ec8ba7905fa32280d42e9837a40a9a3efb0fa6f6bb69481163c663564adf39a7234c5491a62eda8687d10e385e	common_voice_en_34953834.mp3	The short calls are an example of geographic variation.	0	2				en	
710bf15d6bc1aa85d5869d041a3ef964d8dc1e2230f89e9b1b36d70b963935926078a9e3e861e46bfce760070141a3514ae9dcdc8759aa7d3c25130ba6098915	common_voice_en_34954383.mp3	His main adversary was Peter Stuyvesant, Director General of New Netherlands.	0	2				en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34954425.mp3	Our ties to the school and the Eastern Tennessee area are obvious.	2	2			United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34954426.mp3	Private operators, air taxi, shared ownership and corporate charter operators worldwide.	0	2			United States English	en	
4e0e657e3310c7311a8d612701dc8758eeb003cc7ae9723fcfe2843da7f975dea677562e186d0eebf10d57930c9c68e94b8e2171aaf0ad0ef1f5b987c1cab0ed	common_voice_en_34954467.mp3	The party has been in opposition since it was formed.	0	2	twenties	male	India and South Asia (India, Pakistan, Sri Lanka)	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34954689.mp3	Bent was cremated at West Norwood Cemetery, London.	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34954690.mp3	Lemon began his career as theater critic for the "Austin Chronicle".	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34954692.mp3	Both baseball fields, and the Carlton Kelly Gymnasium, are housed on the campus.	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34954709.mp3	This turmoil played into the slaves' revolts on the island.	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955344.mp3	People generally also value consistency in others.	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955405.mp3	It is built out of wide pine planking and has six chimneys.	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955572.mp3	There are also coach services from Sunshine Plaza to Brisbane Airport.	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955574.mp3	Many large educational institutions have taken up residence.	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955576.mp3	She smiled from one to the other.	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955580.mp3	Anouvong was defeated and fled to Vietnam.	2	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955583.mp3	He bested the British drivers, Graham Hill and Alan Stacey.	2	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955611.mp3	They were so loose and wide that they became known as petticoat breeches.	0	2	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955646.mp3	He served on the Board of Etihad Airways and National Bank of Abu Dhabi.	0	4	thirties	female	United States English	en	
b662400ea9e9dcdcf61fa40d0d4bb1f311b056e02b4a07be1df1ef9b745344bfa44b26e85c96e3cf4a724e223a8dc43aed75da961a00553aee64df3f221c6df2	common_voice_en_34955652.mp3	Besides baseball it is also used for weddings, catered events and concerts.	2	2	thirties	female	United States English	en	
cae301b389d76bf2203ffb243ae9d80423981d24eee4d167217fad0ac377704a410570107ba23a6aaf26d11345cad96829e2e44d250c537501597638c03d6864	common_voice_en_34955740.mp3	One of Lauzon's former largest employers was a shipyard operated by Davie Shipbuilding.	0	2	fourties	male	United States English	en	
f55a837f1dcff9be74f291521ca3af019920f9357bf0219e7d7c64ba1861024bc6da68f471fe5f82d227f06cdd67fb6af1b455203d4ab66f72ca85b19ce29eef	common_voice_en_34956461.mp3	He held this position the rest of his life.	0	2	thirties	female	United States English	en	
13ddd722fac041f518f4f71c7b3ee875b61821332bc65181c728aaa33fb94ca99eae8033c1d14d063ee45b80241aa544c30b67808c197ff9c27c8d8df2c6853f	common_voice_en_34957268.mp3	Blum was replaced by Jerry Portwood.	0	2	twenties	male	United States English	en	
13ddd722fac041f518f4f71c7b3ee875b61821332bc65181c728aaa33fb94ca99eae8033c1d14d063ee45b80241aa544c30b67808c197ff9c27c8d8df2c6853f	common_voice_en_34957269.mp3	AlterNet is financed through individual donations, by grants from major donors, and ad revenue.	0	2	twenties	male	United States English	en	
6957e30849de31648b12f2470c434732d2a6c48627672affd02461da9c69bb8acd2898c73269efb63b4839fd293f93d64d15fb12bd9faaf0621962e29edc17ba	common_voice_en_34960044.mp3	Many Skylarks flying today have been converted to different, larger-displacement, direct-drive engines.	2	2	teens	male	United States English	en	
6957e30849de31648b12f2470c434732d2a6c48627672affd02461da9c69bb8acd2898c73269efb63b4839fd293f93d64d15fb12bd9faaf0621962e29edc17ba	common_voice_en_34960220.mp3	As with many equivalent private schemes in Western countries, booking in advance was required.	0	2	teens	male	United States English	en	
6957e30849de31648b12f2470c434732d2a6c48627672affd02461da9c69bb8acd2898c73269efb63b4839fd293f93d64d15fb12bd9faaf0621962e29edc17ba	common_voice_en_34960274.mp3	Harriet's siblings included Peter Skene Ogden and Charles Richard Ogden.	0	2	teens	male	United States English	en	
f55a837f1dcff9be74f291521ca3af019920f9357bf0219e7d7c64ba1861024bc6da68f471fe5f82d227f06cdd67fb6af1b455203d4ab66f72ca85b19ce29eef	common_voice_en_34961935.mp3	Ensign Phillipps was awarded the Victoria Cross fifty years after his death.	2	2	thirties	female	United States English	en	
f55a837f1dcff9be74f291521ca3af019920f9357bf0219e7d7c64ba1861024bc6da68f471fe5f82d227f06cdd67fb6af1b455203d4ab66f72ca85b19ce29eef	common_voice_en_34962568.mp3	He also produced numerous portraits of notable people associated with Yale University.	2	2	thirties	female	United States English	en	
f55a837f1dcff9be74f291521ca3af019920f9357bf0219e7d7c64ba1861024bc6da68f471fe5f82d227f06cdd67fb6af1b455203d4ab66f72ca85b19ce29eef	common_voice_en_34962663.mp3	A minute's silence was also observed by those attending.	2	2	thirties	female	United States English	en	
f55a837f1dcff9be74f291521ca3af019920f9357bf0219e7d7c64ba1861024bc6da68f471fe5f82d227f06cdd67fb6af1b455203d4ab66f72ca85b19ce29eef	common_voice_en_34963701.mp3	He also stated that the Buddha himself stayed here.	0	2	thirties	female	United States English	en	
6fe93c67f835d944a462c941a921d7d6316bfefeb309b0885748fda3cb4b982501e5286cd5e229c11a3cfc852696cd11c5113e5607dad223036c1fb6e2ff99ae	common_voice_en_34965023.mp3	Most Sunshine Records simply have the Sunshine label pasted over the Nordskog label.	1	2				en	
d39bb9d9fa26be5354006f34a9cbe859bd9d831bfaee7f52c93d60c7e494b190a0ffe1a647874022c4dd18280d8cdef023364cedf35733c6d43b73b51cf1a7c3	common_voice_en_34965386.mp3	Suffering poor health, Lutwyche decided to immigrate to Australia.	2	2	twenties	male	United States English	en	
f630a3ed8fbc906a8d6afb66086b857cfeb2c0ad7755a7bc49b3124686e00e93d2e2619719540e0099efb80218fcd5f47cf5548ea124726883c64144b59101c9	common_voice_en_34967522.mp3	People started emigrating abroad or to the capital of Sofia.	0	8			United States English,French biased,foreign language	en	
f630a3ed8fbc906a8d6afb66086b857cfeb2c0ad7755a7bc49b3124686e00e93d2e2619719540e0099efb80218fcd5f47cf5548ea124726883c64144b59101c9	common_voice_en_34967526.mp3	He was born in Sail-sous-Couzan, Loire.	4	4			United States English,French biased,foreign language	en	
f630a3ed8fbc906a8d6afb66086b857cfeb2c0ad7755a7bc49b3124686e00e93d2e2619719540e0099efb80218fcd5f47cf5548ea124726883c64144b59101c9	common_voice_en_34967527.mp3	Pearl Jam frontman Eddie Vedder first met Gaspar while in Hawaii.	0	4			United States English,French biased,foreign language	en	
f630a3ed8fbc906a8d6afb66086b857cfeb2c0ad7755a7bc49b3124686e00e93d2e2619719540e0099efb80218fcd5f47cf5548ea124726883c64144b59101c9	common_voice_en_34967529.mp3	Throughout the sixth century, Bangor became famous for its choral psalmody.	0	8			United States English,French biased,foreign language	en	
18ccc6bbd10dfd8b10b56fd4105e929de0984925fd2c7ab9fec2462efe9680e007fd1ea832a26b44d8c6c57805e632cbbcc0d7f5cae1d4ae3eff41ff4c34bb9f	common_voice_en_34967536.mp3	Most traditions portray Diarmait as in conflict with saints and holy men, notably Columba.	0	2				en	
ca1adca885a59675bf42cdee53890250f449c80cd07b7ce167a5deb8dac4db73ec0898bffbc1d74d1d6cb5febc5a08dcb79746c17cb786c6ebe073aab112267f	common_voice_en_34969080.mp3	Rudge published his description in "Transactions of the Linnean Society of London".	0	2	twenties	male	United States English	en	
e5ec4ff8c5f24fd6cf0431dbc29fbf29ec565ea8c4455ef018e5f6a5b0f0f9a50b6182f343e4ab7925661d2ebb2c0a295edea67cbd4bcbc71beda610c7fac827	common_voice_en_34971256.mp3	In the economic sphere, the Irish state has had a mixed performance.	0	2	thirties	female	England English	en	
e5ec4ff8c5f24fd6cf0431dbc29fbf29ec565ea8c4455ef018e5f6a5b0f0f9a50b6182f343e4ab7925661d2ebb2c0a295edea67cbd4bcbc71beda610c7fac827	common_voice_en_34971323.mp3	"Batman Forever: The Arcade Game" was Acclaim Entertainment's first arcade game.	2	2	thirties	female	England English	en	
8da04b90402a22b6bfc3c622df9031815026986a8b1f4f5b1b39b55aa8d8a331bbf4b2a859c1b152e2b2cc1dab207653545d3b69fca415bae62072c3eb3b60f8	common_voice_en_34974441.mp3	He is a member of two committees of the State Duma: Defense and Accounting.	0	2				en	
e72f239f505cfee29fd36579c5080c29dd92b376d17b4f1919d09738e440e1f53ae7331649fcf4a01ba1268ae06e8ab1aa71168fcf5cee9376aee88ef2972617	common_voice_en_34976754.mp3	The church is paved with majolica tiles with floral designs from Caltagirone.	0	2	seventies	female		en	
600bced7a36923152d8af128497555c385029105a8d3a004b88933082178f39866031d1d2e084f20d8b6e7f7524c26b07cb5367a5945da625b717a7f4ae8dcc0	common_voice_en_34980223.mp3	The song is written by Ananta Sriram and Sri Mani.	0	2				en	
a7a042f1677c28dcce3b87bb6cd8fcdf790c675f2f963e2db72ab39fdaff866343c2c96d0ad1380cb98acc2bfe341fb032237b75a28a1bfe6262e89bc76fbb24	common_voice_en_34980915.mp3	It is located on Chorley Road, in Bispham.	0	2				en	
9629f43af40fd0e3e6170eeb9a0bdd3e10cf8d17dbf01ed1cd790cdc362abdee324a34bdda4282b1af0bb037b1f6144541450a2655963c09e58a8a3bf3228102	common_voice_en_34982158.mp3	The city is governed by a mayor-council government, with a five-member council.	0	2				en	
eb20cff313b16ec667654febb89ea83e8d0db03d336cdb75ea7efef0ed7f64c8391d631a246401592bc429aba7445491dff6ac09789dc4a320621c8aebe968a3	common_voice_en_34983102.mp3	He was born at Alexandria, son of Mnesitheus.	3	3	fourties	female	England English,Welsh English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_34988874.mp3	However, there was still no system of mesopic photometry.	0	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_34988876.mp3	To earn a Jedi letter, the player must eradicate the specified number of probots.	2	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_34988919.mp3	He named it Portage after his birthplace of Portage County, Ohio.	0	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_34988990.mp3	"Drilling" is the term used for the mechanised sowing of an agricultural crop.	2	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_34989040.mp3	The establishment also boasts a private dessert room, the Harry Waugh Dessert Room.	0	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_34989041.mp3	After about two weeks of siege, Tipu opened negotiations for terms of surrender.	2	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_34989112.mp3	It is located along the Princes Highway, north-east of Portland.	0	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_34989143.mp3	They are also more costly than lead-acid batteries because nickel and cadmium cost more.	0	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_34989177.mp3	This is a wide generalization however.	0	2	twenties	male	United States English	en	
e475f17cdca85d044c1bf6b9f37966cc3c981ad145b4bf704c0d30373f9d32e9a5979e622a0ba3890c3d42d7d7b8c123b30ba5330ff43df1ffe6d77af55b7886	common_voice_en_34989537.mp3	French presses are also sometimes used to make cold brew coffee.	0	2	teens	female	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_35000223.mp3	During that deployment, "Saipan" visited or operated in seven different countries on three continents.	2	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_35000229.mp3	However, he suffered a minor injury which kept him out for several games.	0	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_35000275.mp3	It is served with tomato sauce or inside a bread bun.	2	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_35000276.mp3	Then, they dare to venture in.	0	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_35000303.mp3	Unlike most other Triple Crown events, these races are not confined to three-year-olds.	0	2	twenties	male	United States English	en	
59d350f6575fbc9ad7ed5bea5a9b7c63dea9c56671a1d45309d049b73c74cbb97f715adebb5226b25cad6dacef282e31e24606dded30615588f3f96f79b5cb0d	common_voice_en_35000328.mp3	Husserl's work was conducted as a transcendental phenomenology of consciousness.	0	2	twenties	male	United States English	en	
