client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
3910727ceff0888f682cef433e99386f0d3c46e5475166e72acf3fc1744e5c50403e47c974fe54669d3d1d82d9afe2ff0c417885a10170dabe39b22c1c661323	common_voice_en_35244415.mp3	The isodapane is found by adding all of the isotims at a location.	2	0			India and South Asia (India, Pakistan, Sri Lanka)	en	
39cbff9fb819db1c68b80b0388b94bac1a21a20d89518e54c02f959badefec24eceda59fa12ef05c85d4b9d8fd6690a54c627c72852a3b5015ec58c798c43014	common_voice_en_35026883.mp3	Philip himself was afflicted.	3	0			United States English,England English	en	
3be4fbb522e062434b2a154c7309061a7bd200fdd4189eaa67d9ae6e40d8bc28084d7ea4de2d7829f0bc5e15c12603fab702c3a4cd5253c669708c71d2485227	common_voice_en_35722225.mp3	The Patriot Act superseded that and now the records are maintained indefinitely.	2	0				en	
3c88bbf13bfab6b781fe2c201bdb7e77ec5ec7fbb1a5bba9e1b8a94134483c2bfe743cec23c548b91a15886ca1de80e9588d0686614f7ef462d27b81e5ed6a9e	common_voice_en_35965711.mp3	He is also a regular commentator on radio.	2	0				en	
3d022c3f80c76a29ccd4e015ebcc81ebb3305a4fb3993da9d2642f43485b21a2a5318d4bc9d2ff020766b938b76cb19e93573b2d5f5aba381aa22d082941bba0	common_voice_en_35948520.mp3	See Sanskrit Phonology for details.	2	0				en	
3d210babd0c93b179d77e53cf428ede9bba1228d4ab6ff1310490efb221426ecb5b1be4bcbacb3eeb844eacf965c6dff3c491b0773eb0ffef69f0dc3e8b14a70	common_voice_en_36435966.mp3	There is a perfect understanding in this matter between soldiers and the police.	2	0				en	
3f9b28b2712aa63a527cfe5f4b3cc032e6b6ed7c6608a755fcbfa85fbfa8d9b9113431d871e662f52f0636b7d41c5a23fc73e8c6aebff61951dfa0e78adac835	common_voice_en_35960194.mp3	The pathway known as the Kuraray Process uses four steps.	2	0				en	
4143630d72b3bf5a4b428b2212f28143f0b54fc2ee96b7e4aebf9f9dda9fda00d5a5c2b14c4c6b2ba7e46873caebe28d4c09676b8fa4e85ce1fa061a2e5c14d4	common_voice_en_35225386.mp3	Neighbouring communities include Millbrook, Heyheads and Micklehurst.	2	0				en	
41e88521a555da15ba198856de0ecf1d6697838d4fe18eb51c0578ae2597dd2b97b95f8b527fdff901cd022d701196fae4e6097481cb6903ac43d79e1bebdb0e	common_voice_en_35582639.mp3	The Board rejected the application both times.	2	0	twenties	female	United States English	en	
420ad8e3df0cc1ac946761da60d41f7bc868b408cce9b83dd81bbd259294b25487d5b016ba828d9346cd0d4f2f3bf6d030fc569704b178c08673384d189d5ec8	common_voice_en_36393569.mp3	You must have this relativity.	2	0			United States English	en	
420e30d39c8fea157099d9d69383f1550e26903a5f97dc6b6a7d260db9a7472fa022380d88ba453930d2492709af4d8c300503a389122d80ad21d43cb4d574dc	common_voice_en_34972303.mp3	Unambiguous determination of the chemical characteristics of moscovium has yet to have been established.	3	1				en	
4279d03d43b548b5b5d2d021d6b883858ef4340b777b4430aa84428c2558ef6c62be9d5ceaa53fe44db4a0b9e7f041a480cf8aa95992efacce4a20c6454bf6c6	common_voice_en_36355046.mp3	The City of Fruitvale is served by the Fruitvale Independent School District.	2	0	twenties	female		en	
42a6a208ed74fb66de79acd4739ed52523b82523c5a405fd88dcd2cd75185d06816b5b6e366f0bd694420f857d1623cf7f7962741c5995681fb5542e0177e0e1	common_voice_en_34988932.mp3	The accident was the result of high winds and pilot error.	2	0				en	
42cc513bf7e57b85acf81b0891a6d656ba9f7ecd23943dc2db2d28387ff6093b524bde41f32452f965ed0e87aca4ee1b95213f350df938b7e7d0f7c1956e9ff0	common_voice_en_35210228.mp3	Pacas are nocturnal, sedentary, and solitary animals with territorial tendencies.	2	0				en	
4395b31dbb4c636ab4039bd08bb40b4eebb109e5276441583c114bd175936584a5e10b6e2fddcc1e4f4fde843bbb45373be3c56abd058228dfb610e10d195a93	common_voice_en_35392141.mp3	He refers to "the expedition your Excellency was pleased to entrust to my care".	2	0				en	
43b6a29ebd57b49ddc37352eb547a43205dfbfd45e8602b38bf80ea51d85e256c7e265e1df7adca1ce05bb9a6f091a1cacc2d92f788251a1413e60a231a6e080	common_voice_en_35343413.mp3	He played once more, against Somerset, without taking a wicket.	2	0				en	
456122f0d584f86c0a34c2418bd9dfa34ecdf0c28b1e02bd2690d3fab39946f4ada5189355d75c4f261dbd319845efddae1861686aee9a0a3252a55431788071	common_voice_en_35581647.mp3	An important marketing feature was its greater speed in comparison to Kodachrome.	2	0				en	
46f80f708a370a17a35a1183aa664e4b928c09e3ccd2c81fcc99c5451f91584aa99efa3473b429516bef5a83ac23387f6b1ae5b95b44e57cd6a81a46f7795619	common_voice_en_35194178.mp3	A number of regional Rover Moots also were implemented during this period.	2	0	fourties	male	India and South Asia (India, Pakistan, Sri Lanka)	en	
491a6e690f42ba0f428e71423d26adaf55d65ef9e67db714cc7c4ce2d47ec481a41eaab425ec2f1b7ec438f8c687b1a1ed17a703192d7c4a78d14be0c889edbc	common_voice_en_35624848.mp3	The band is featured at the end, playing the school's "fighting song".	2	0	twenties	female		en	
4a9435fae623e3a98816994192e83b29a7eb3be5db2707eb01d6463da65770d41128455a70ca59a63930ffdc3505e867a4e127f79eebf7e3d30922145a5e073f	common_voice_en_35151138.mp3	They thought he was still alive.	2	0				en	
4b09f8ba631228550e80cfd5c73924e1c161ec5cc00ea55fab739163fca61cf522eaab7b79837c9717b87cf66233bab9783e1da92d4b4033f8123d529da2a1ee	common_voice_en_34943836.mp3	Southern was originally a recording studio owned and operated by John Loder.	2	0				en	
4b3eb6205d1d6ffd4d8bad402260cfb765b0deec786466a1c374f43f01e9c1f95a48f351da42a0e9778524f405becc5647d4753c54fe92cda6ead03d197f890f	common_voice_en_35843027.mp3	The B specifications introduced a wedge shape and a front wing.	2	0				en	
4b641572d6e03c16e496028426fcb33873969985b8a07a30d1722d85d4a2733d6f7f3155a3aeea30d4bf52df32c0d58099e32343b483e9372234fbe70daea5aa	common_voice_en_36003968.mp3	Taosi was surrounded by a gigantic rammed-clay enclosure.	2	0	thirties	male	french english	en	
4c090f135fe69f7c51700e88a6a74255545bd2408b3091c4a5a131cba91844dca8d67f6ea4bf6a1d48a967c0c80b0eb6c5acb066c1b66bf92bd84bf793ecdcbc	common_voice_en_36413103.mp3	The test missile is launched successfully.	2	0			United States English	en	
4c678c693e1b2710e565c2accb548491eb57fc909dbf109e34d085008fc6ff75d52a76b56c626545909d3de451d5d1ca81ea8000c6e84608f9d251bfbbbb16d2	common_voice_en_36389291.mp3	Residents later said the township name was chosen before the public meeting.	2	0	thirties	male		en	
4d1044e6006c171afa65ce1c3bfcf7c18b5f39c01b151233c887dd06c6e21ea2b8cc59342ea4b7b7ee13ae87f4ade36b0a6948988409591d899f6a937c17af76	common_voice_en_35044466.mp3	The study found that baby dolphins develop similarly with regards to their whistling.	3	0				en	
4d7cdc83e52074409d0b762c8f1da7415e57ada0de6479c9d689a9b83e15646eb59ae3f6f01327a60d1c3e9ca5a3b3977bd54472d8d2c5dd5b48335877c92b4c	common_voice_en_36286650.mp3	Its headquarters are at Mumbai, Maharashtra, India.	2	0				en	
4def15d8124690bf70aa36dc9e491309c76310131dfea7471966ee10d0c037e60cb42c4919c9d2184eac534642b851a3a015c5cdb0c9babfb2026ad3646471a5	common_voice_en_35325445.mp3	For a time, all three versions of the design were in production.	2	0				en	
53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530	common_voice_en_34926824.mp3	The milk is thus produced according to the tradition in the Alps.	2	0				en	
5674350c4fd89bbf053d2ee87ea128a4be2a4c1e5f9db423b07bb5a1aa3c7ec3f27792a1537d2fdfd8cb60bdc52cb41b2df732d200ddbd75b7cbd18a21d70686	common_voice_en_35177972.mp3	She has continued to study and practice ballet, among other dance forms.	2	0	twenties	male		en	
56f3d60e2d776e64cc10ce36e30eb0ae74ae0b33a83a82f7ac015b3c7204b1b56c5e2aacc6b75d74302aff95564fe334f8e24fb16d4ea9903c7f80321416c8ab	common_voice_en_35034278.mp3	His administration increased educational financing for new schools and laboratories and raised teachers' pay.	2	0				en	
57d4bfcde2b6e160c7b18568f3ff28b75445ded9ef7eb6519b9eac42d9e7e51f3eab46b0b7c0f260474eb2d208373c34dc874cdcbcfdd6fbb17bc1a7834a9b4b	common_voice_en_35286356.mp3	Hundreds of protesters gathered peacefully outside Cardiff Castle in Cardiff.	2	0				en	
5854da0c7d4464cb652eedcb3eb91de446874ecea2fabd7cd0280e6e99c657dc3ba88ae52d6901b337ca9b953c147712db413c1f627dcf5aad95da9fec991613	common_voice_en_35152251.mp3	Since then, they have gone on with their careers separately.	2	0				en	
5895310993bd00ff694f1425d0537f18f169d450f1d0a12e1ea9a72c14dd02b3f2c5a468dc866ce07f26f25db0d923666ef304682cd7c42dada4a7a4a814020e	common_voice_en_35245115.mp3	Margaret stands out as the only prograde irregular satellite of Uranus.	2	1				en	
59c8a5df580a16620def18bc39fa97ca5fa0b483f511d2f49a2a595ad8d39f7a42de4072d2bdb280353625991098cd666a126591f1e77c8ca641a2918cce5537	common_voice_en_35638698.mp3	It was badged as a Holden Piazza.	2	0				en	
5a0386206941b02c6900b9196bcc0cdab182c976e0598c70218e201b4a5c0544146f4b0db939a8b11802c5579018855052d6b32ac258bb1f6979e80299e0ea3c	common_voice_en_35328182.mp3	The track was written by Utada herself, alongside Pharrell Williams and Chad Hugo.	2	0	teens	male	United States English	en	
5d213d1c854f7bcca939a880df01d2dd840500ad7613d0ff63e3066bfb8820626360c2308fc975324d649dc961f813c1150cf9d17eb78f01007cdb6b0bf7ccd0	common_voice_en_35376669.mp3	Providing distant cover were the battlecruisers and of Cruiser Force K under Rear-Admiral Moore.	2	0	thirties	female		en	
5ea5bf5fc787be9862ea9deb1f646e3d7290baf4716aef9d5aea8b6bac8bd5dece303d97f2030dd742e44bc741007c876d01f9f6e50d6af4046cb5c57369e37b	common_voice_en_35064919.mp3	The Welcome to Country was given by Noongar man Richard Walley.	2	0				en	
5fe09af190d4d57c4468b570a95530169c43e36471f97e00588332649ee0c5dafc72a7082406e2ae551c07cef571535c8630dd282c1f4f4b2fa98d43c17650aa	common_voice_en_35286324.mp3	It is regarded as one of Scharoun's most beloved artworks.	2	0				en	
60aa24a7ba175aa1f7dccb480bfa6565930d3df097333078a2087d96a57772afe0ca8e2ca39f0035e30d08ae98d08be1839be7404f574eb334ed69f3e3b650a5	common_voice_en_35332128.mp3	Guam is well represented in local and regional spearfishing competitions.	2	0				en	
60d44b45584824110280cab4acb44688c9bf81e8b9828fc71524f5747177ae442ceb87c4b842911155945cf0a3b003f52a1a4081a09e73d5076e76e5a988f9bb	common_voice_en_36282134.mp3	"The State" is the second largest newspaper in South Carolina.	2	0				en	
61a10d9dbeada9a6cf4f106905dbb9e0ed64265fec9ff6fa5d172726bf99f5cb85f74e377c0b1da14ccb5c21cd41240a7012fd9b19b8ddc4537a44ad294eee93	common_voice_en_35579098.mp3	These events feature many of the same artists.	2	0				en	
61abd04e15bbb4c1d7dd4020eafa7007f61733fb172248584b72fc833b4f0950c26bdcbed299bfa88bcdfc463ab544ae763d8613028fce5d954c5c0b7769ee64	common_voice_en_35433783.mp3	Vaughn was born in Idabel, Oklahoma to Sandra and Leo Vaughn.	2	0				en	
62fd016d288dbaa17eda4f8a9ac9d3841580a33a11c6a92290fde58551523ec48bb259c762ec9bbaacb4cb085b4c60914beab75d861e91c58d5fb2613339b12c	common_voice_en_35576178.mp3	"If he gets in your way, let me know", Disney said to Kinney.	2	0	twenties	female		en	
62fdc96d8c8f6ab35c333936dc01714ff00b92457d55665ccd1f0d8149a47b4ee48c4fd57f0a85997e1e1a1f9f12816ebf38bdb9a3cc9e934cdd52bd5146b575	common_voice_en_36474475.mp3	He was a brother of the Alpha Chi Rho fraternity.	2	0			United States English	en	
65afef4dbf8d88a36cacf2224ffc56d9ad32cd75aba817e89f19e469f3ec10c1fe9c7de3ee7382582fca794edac76e535a887a4ac3414261ebd0d3c989c4c3fe	common_voice_en_35016253.mp3	A series of pathways lead to it.	2	0	twenties	female		en	
699b0592fc3b92a3dea11512cdd3493a6ab3d2ae9abc3dc0e94b4289948bd93a3704cc2f1453eef4d627b3be70fc908dbc054e3422a9a5b6510997e80f36b380	common_voice_en_35217568.mp3	The investigations were initiated by pressure from Charles Henry Parkhurst.	2	0			United States English	en	
6d6f1fb563a95c76aca5802ed53557ec9f55aa4ad1ed498ea4357d3ace9b9f0b68f78b94e0ae672b4141024d89758f01a870e9ace189bb2263e4ff7ed5540396	common_voice_en_35265406.mp3	Loewen grew up in Decatur.	2	0				en	
6ddfe35c36c729e8e03769c2dc4d98544e106b9a2aa13bbfe045e5e86fa9226cb45b86bb7e2817a300ed6755b37305ddca64c6537b6195bf9d02ae6633713b03	common_voice_en_36412639.mp3	He was in the same sessions at the camp as actress Beanie Feldstein.	2	0				en	
6e312476c2a1a61bd65aed525524ba0fb0fc644ad4dccf568c4ac006182a42e6c803ec4b663a2d72856f98a418e41785eea185e1e3ac5ea5f808e72ff0f27201	common_voice_en_34934702.mp3	Twelve other women were listed as charter members.	4	0			Brazilian	en	
6e4c439b2e0d2054cef63b2b8e7a786fd0eb42225170ba52fe1360853dd73f87c2e60ae5e920fe8ed821e5c5885051c170c636dd65fdb00128736139962ad863	common_voice_en_36398479.mp3	The official trading name of Guthrie is "Kumpulan Guthrie Berhad".	2	0	fifties	male	India and South Asia (India, Pakistan, Sri Lanka)	en	
6ecaedc8b47aa8c1f074879de14e735b0ba3bd79f6117bb1dbef661d0023397d9eac07e8452c35b647627f9216c6ce57b064282c607d95fac048bb65890ef92a	common_voice_en_36311075.mp3	There have also been swastikas found on the floors of Pompeii.	3	0				en	
6fc34c23f1cbee696aa85f5433f85174cc2fb6e0c96ffc466a8da935c6ba034b2982215e33be572f7110746c388c5b56e6ab331d415c7c14f99a8943b5be961e	common_voice_en_36136229.mp3	Hubble Mill and Gordonville Roller Mills were established along Hubble Creek.	2	0				en	
70f7a80eb6f02caf930258eb9cb8b5af23ba70cd87d30220744db1696ea0161bcc16534d5b1a8eedff7515c0ada34ce209f9d6c53759f7029a2ff0d448019d08	common_voice_en_35965424.mp3	Olympos is now a popular tourist area.	2	0			United States English	en	
71633cb30aa0254de0672a02f8c2eb8950985325beb1b5b390ab16c34fc129b8f7f13bacf910bea65cb6dd3c7812fdf7ae1be50b601058682ccf68b65c2e0685	common_voice_en_36506829.mp3	Gabrielle thinks that he would break down.	2	0				en	
7252f1730c38ee1d77e660abbfa361f6e878a9cbedb04f4fa45154e477712f3dea298c2cbfc0124d774557e5063dd0c4fcd5da109342f7356df6e9f70eff9449	common_voice_en_36434915.mp3	Hodges Bridge Road crosses the Caney Fork immediately downstream from the Calfkiller's mouth.	2	0				en	
72fba6055110b062cef0b80572a2777bfacdcc48286b2bde1659a8f3d2c921a7a562c6be2d9b71f9e971860d9d828632a1025e87bdc4ff3243da3d6d8793a0aa	common_voice_en_34989995.mp3	Dix was made an honorary citizen of Gera.	2	0				en	
73cc199e8296ed53f5e8dec4a7a93d24392f817b90a48d4ce016a6a33d4d02e63080456f720f559dcccb91b7e66b3e5432e5dff6c78ad72182958aa86a6c844f	common_voice_en_36402983.mp3	Revisiting the character somewhat, he became the regular artist on "Teen Titans".	3	0			United States English,Slight Latino accent, immigrant	en	
75969d38c3d268dc3275dc449bf56cb213231adca29056374c98500bfcb9ff4605402e7db54a55bdee8035f851c2deed488266310ca903e4703d395868fad9ff	common_voice_en_35966232.mp3	He translated "On the Origin of Species" by Darwin into the German language.	2	0				en	
7606c9e1bbfc6ce41565a075ca737ceeeb5037f5a0407f904046eba8e068ed953726ee39fcaddf9789fb2b560e82cd46a31e367cc95e3586ed76e08cd265c190	common_voice_en_35303114.mp3	If it is not, you will either get better without the operation or die.	2	0	teens	male	England English	en	
